 ,Label,BX,BY,Width,Height
1,1507_1503_20180426_212515.bmp,288,101,2,2
2,1507_1503_20180426_214015.bmp,289,102,2,2
3,1507_1503_20180426_215515.bmp,292,104,2,2
4,1507_1503_20180426_221015.bmp,294,105,2,2
5,1507_1503_20180426_222515.bmp,296,107,2,2
6,1507_1503_20180426_224015.bmp,297,107,2,2
7,1507_1503_20180426_225515.bmp,297,109,2,2
8,1507_1503_20180426_231015.bmp,298,112,2,2
9,1507_1503_20180426_232515.bmp,297,114,2,2
10,1507_1503_20180426_234015.bmp,297,115,2,2
11,1507_1503_20180426_235515.bmp,296,117,2,2
12,1507_1503_20180427_001015.bmp,298,118,2,2
13,1507_1503_20180427_002515.bmp,298,120,2,2
14,1507_1503_20180427_004015.bmp,298,121,2,2
15,1507_1503_20180427_005515.bmp,297,123,2,2
16,1507_1503_20180427_011015.bmp,296,125,2,2
17,1507_1503_20180427_012515.bmp,297,127,2,2
18,1507_1503_20180427_014015.bmp,295,129,2,2
19,1507_1503_20180427_015515.bmp,296,130,2,2
20,1507_1503_20180427_021015.bmp,294,132,2,2
21,1507_1503_20180427_022515.bmp,294,134,2,2
22,1507_1503_20180427_024015.bmp,292,136,2,2
23,1507_1503_20180427_025515.bmp,292,138,2,2
24,1507_1503_20180427_031015.bmp,292,140,2,2
25,1507_1503_20180427_032515.bmp,291,142,2,2
26,1507_1503_20180427_034015.bmp,290,144,2,2
27,1507_1503_20180427_035515.bmp,287,145,2,2
28,1507_1503_20180427_041015.bmp,286,147,2,2
29,1507_1503_20180427_042515.bmp,284,148,2,2
30,1507_1503_20180427_044015.bmp,283,150,2,2
31,1507_1503_20180427_045515.bmp,284,152,2,2
32,1507_1503_20180427_051015.bmp,283,155,2,2
33,1507_1503_20180427_052515.bmp,283,156,2,2
34,1507_1503_20180427_054015.bmp,281,158,2,2
35,1507_1503_20180427_055515.bmp,279,160,2,2
36,1507_1503_20180427_061015.bmp,282,162,2,2
37,1507_1503_20180427_062515.bmp,285,164,2,2
38,1507_1503_20180427_064015.bmp,287,167,2,2
39,1507_1503_20180427_065515.bmp,285,169,2,2
40,1507_1503_20180427_071015.bmp,284,171,2,2
41,1507_1503_20180427_072515.bmp,283,173,2,2
42,1507_1503_20180427_074015.bmp,281,175,2,2
43,1507_1503_20180427_075515.bmp,285,177,2,2
44,1507_1503_20180427_081015.bmp,288,179,2,2
45,1507_1503_20180427_082515.bmp,289,181,2,2
46,1507_1503_20180427_084015.bmp,288,184,2,2
47,1507_1503_20180427_085515.bmp,285,186,2,2
48,1507_1503_20180427_091015.bmp,284,187,2,2
49,1507_1503_20180427_092515.bmp,286,190,2,2
50,1507_1503_20180427_094015.bmp,289,192,2,2
51,1507_1503_20180427_095515.bmp,290,195,2,2
52,1507_1503_20180427_101015.bmp,289,196,2,2
53,1507_1503_20180427_102515.bmp,284,199,2,2
54,1507_1503_20180427_104015.bmp,280,201,2,2
55,1507_1503_20180427_105515.bmp,281,204,2,2
56,1507_1503_20180427_111015.bmp,286,207,2,2
57,1507_1503_20180427_112515.bmp,291,209,2,2
58,1507_1503_20180427_114015.bmp,289,210,2,2
59,1507_1503_20180427_115515.bmp,283,213,2,2
60,1507_1503_20180427_121015.bmp,278,215,2,2
61,1507_1503_20180427_122515.bmp,281,219,2,2
62,1507_1503_20180427_124015.bmp,287,221,2,2
63,1507_1503_20180427_125515.bmp,292,223,2,2
64,1507_1503_20180427_131015.bmp,290,224,2,2
65,1507_1503_20180427_132515.bmp,284,228,2,2
66,1507_1503_20180427_134015.bmp,277,229,2,2
67,1507_1503_20180427_135515.bmp,276,232,2,2
68,1507_1503_20180427_141015.bmp,283,235,2,2
69,1507_1503_20180427_142515.bmp,291,238,2,2
70,1507_1503_20180427_144015.bmp,290,241,2,2
71,1507_1503_20180427_145515.bmp,283,243,2,2
72,1507_1503_20180427_151015.bmp,276,244,2,2
73,1507_1503_20180427_152515.bmp,278,247,2,2
74,1507_1503_20180427_154015.bmp,285,251,2,2
75,1507_1503_20180427_155515.bmp,289,253,2,2
76,1507_1503_20180427_161015.bmp,291,255,2,2
77,1507_1503_20180427_162515.bmp,285,257,2,2
78,1507_1503_20180427_164015.bmp,278,260,2,2
79,1507_1503_20180427_165515.bmp,280,263,2,2
80,1507_1503_20180427_171015.bmp,287,266,2,2
81,1507_1503_20180427_172515.bmp,293,267,2,2
82,1507_1503_20180427_174015.bmp,289,270,2,2
83,1507_1503_20180427_175515.bmp,280,272,2,2
84,1507_1503_20180427_181015.bmp,275,275,2,2
85,1507_1503_20180427_182515.bmp,279,278,2,2
86,1507_1503_20180427_184015.bmp,285,282,2,2
87,1507_1503_20180427_185515.bmp,291,284,2,2
88,1507_1503_20180427_191015.bmp,290,286,2,2
89,1507_1503_20180427_192515.bmp,284,289,2,2
90,1507_1503_20180427_194015.bmp,280,292,2,2
91,1507_1503_20180427_195515.bmp,282,297,2,2
92,1507_1503_20180427_201015.bmp,288,300,2,2
93,1507_1503_20180427_202515.bmp,292,302,2,2
94,1507_1503_20180427_204015.bmp,290,306,2,2
95,1507_1503_20180427_205515.bmp,285,309,2,2
96,1507_1503_20180427_211015.bmp,280,312,2,2
97,1507_1503_20180427_212515.bmp,281,316,2,2
98,1507_1503_20180427_214015.bmp,287,319,2,2
99,1507_1503_20180427_215515.bmp,295,321,2,2
100,1507_1503_20180427_221015.bmp,294,325,2,2
101,1507_1503_20180427_222515.bmp,285,329,2,2
102,1507_1503_20180427_224015.bmp,278,332,2,2
103,1507_1503_20180427_225515.bmp,282,336,2,2
104,1507_1503_20180427_231015.bmp,293,339,2,2
105,1507_1503_20180427_232515.bmp,297,342,2,2
106,1507_1503_20180427_234015.bmp,292,346,2,2
107,1507_1503_20180427_235515.bmp,284,348,2,2
108,1507_1503_20180428_001015.bmp,282,351,2,2
109,1507_1503_20180428_002515.bmp,289,356,2,2
110,1507_1503_20180428_004015.bmp,296,359,2,2
111,1507_1503_20180428_005515.bmp,295,362,2,2
112,1507_1503_20180428_011015.bmp,286,366,2,2
113,1507_1503_20180428_012515.bmp,275,367,2,2
114,1507_1503_20180428_014015.bmp,275,371,2,2
115,1507_1503_20180428_015515.bmp,283,377,2,2
116,1507_1503_20180428_021015.bmp,293,379,2,2
117,1507_1503_20180428_022515.bmp,299,383,2,2
118,1507_1503_20180428_024015.bmp,298,384,2,2
119,1507_1503_20180428_025515.bmp,294,387,2,2
120,1507_1503_20180428_031015.bmp,291,391,2,2
121,1507_1503_20180428_032515.bmp,288,396,2,2
122,1507_1503_20180428_034015.bmp,286,399,2,2
123,1507_1503_20180428_035515.bmp,287,402,2,2
124,1507_1503_20180428_041015.bmp,288,406,2,2
125,1507_1503_20180428_042515.bmp,291,410,2,2
126,1507_1503_20180428_044015.bmp,293,411,2,2
127,1507_1503_20180428_045515.bmp,292,411,2,2
128,1507_1503_20180428_051015.bmp,291,414,2,2
129,1507_1503_20180428_052515.bmp,285,419,2,2
130,1507_1503_20180428_054015.bmp,280,423,2,2
131,1507_1503_20180428_055515.bmp,276,425,2,2
132,1507_1503_20180428_061015.bmp,275,427,2,2
133,1507_1503_20180428_062515.bmp,277,432,2,2
134,1507_1503_20180428_064015.bmp,287,436,2,2
135,1507_1503_20180428_065515.bmp,297,438,2,2
136,1507_1503_20180428_071015.bmp,305,438,2,2
137,1507_1503_20180428_072515.bmp,307,440,2,2
138,1507_1503_20180428_074015.bmp,306,442,2,2
139,1507_1503_20180428_075515.bmp,301,444,2,2
140,1507_1503_20180428_081015.bmp,298,445,2,2
141,1507_1503_20180428_082515.bmp,298,444,2,2
142,1507_1503_20180428_084015.bmp,302,443,2,2
143,1507_1503_20180428_085515.bmp,308,445,2,2
144,1507_1503_20180428_091015.bmp,313,449,2,2
145,1507_1503_20180428_092515.bmp,314,455,2,2
146,1507_1503_20180428_094015.bmp,310,461,2,2
147,1507_1503_20180428_095515.bmp,302,466,2,2
148,1507_1503_20180428_101015.bmp,292,469,2,2
149,1507_1503_20180428_102515.bmp,284,470,2,2
150,1507_1503_20180428_104015.bmp,279,472,2,2
151,1507_1503_20180428_105515.bmp,279,473,2,2
152,1507_1503_20180428_111015.bmp,286,474,2,2
153,1507_1503_20180428_112515.bmp,295,474,2,2
154,1507_1503_20180428_114015.bmp,304,475,2,2
155,1507_1503_20180428_115515.bmp,310,478,2,2
156,1507_1503_20180428_121015.bmp,314,481,2,2
157,1507_1503_20180428_122515.bmp,315,485,2,2
158,1507_1503_20180428_124015.bmp,313,489,2,2
159,1507_1503_20180428_125515.bmp,309,492,2,2
160,1507_1503_20180428_131015.bmp,305,497,1,1
161,1507_1503_20180428_132515.bmp,302,499,1,1
162,1507_1503_20180428_134015.bmp,299,501,1,1
163,1507_1503_20180428_135515.bmp,297,502,1,1
164,1507_1503_20180428_141015.bmp,299,501,1,1
165,1507_1503_20180428_142515.bmp,305,502,1,1
166,1507_1503_20180428_144015.bmp,310,504,1,1
167,1507_1503_20180428_145515.bmp,317,506,1,1
168,1507_1503_20180428_151015.bmp,321,508,1,1
169,1507_1503_20180428_152515.bmp,322,510,1,1
170,1507_1503_20180428_154015.bmp,319,512,1,1
171,1507_1503_20180428_155515.bmp,314,516,1,1
172,1507_1503_20180428_161015.bmp,307,518,1,1
173,1507_1503_20180428_162515.bmp,301,520,1,1
174,1507_1503_20180428_164015.bmp,294,522,1,1
175,1507_1503_20180428_165515.bmp,292,523,1,1
176,1507_1503_20180428_171015.bmp,294,525,1,1
177,1507_1503_20180428_172515.bmp,299,527,1,1
178,1507_1503_20180428_174015.bmp,306,527,1,1
179,1507_1503_20180428_175515.bmp,314,528,1,1
180,1507_1503_20180428_181015.bmp,321,531,1,1
181,1507_1503_20180428_182515.bmp,326,532,1,1
182,1507_1503_20180428_184015.bmp,328,535,1,1
183,1507_1503_20180428_185515.bmp,325,537,1,1
184,1507_1503_20180428_191015.bmp,321,540,1,1
185,1507_1503_20180428_192515.bmp,314,542,1,1
186,1507_1503_20180428_194015.bmp,306,545,1,1
187,1507_1503_20180428_195515.bmp,300,547,1,1
188,1507_1503_20180428_201015.bmp,297,549,1,1
189,1507_1503_20180428_202515.bmp,297,551,1,1
190,1507_1503_20180428_204015.bmp,302,553,1,1
191,1507_1503_20180428_205515.bmp,308,554,1,1
192,1507_1503_20180428_211015.bmp,317,554,1,1
193,1507_1503_20180428_212515.bmp,324,555,1,1
194,1507_1503_20180428_214015.bmp,329,556,1,1
195,1507_1503_20180428_215515.bmp,331,558,1,1
196,1507_1503_20180428_221015.bmp,329,560,1,1
197,1507_1503_20180428_222515.bmp,324,563,1,1
198,1507_1503_20180428_224015.bmp,314,566,1,1
199,1507_1503_20180428_225515.bmp,306,567,1,1
200,1507_1503_20180428_231015.bmp,299,568,1,1
201,1507_1503_20180428_232515.bmp,293,569,1,1
202,1507_1503_20180428_234015.bmp,291,570,1,1
203,1507_1503_20180428_235515.bmp,291,573,1,1
204,1507_1503_20180429_001015.bmp,296,574,1,1
205,1507_1503_20180429_002515.bmp,303,577,1,1
206,1507_1503_20180429_004015.bmp,310,580,1,1
207,1507_1503_20180429_005515.bmp,316,582,1,1
208,1507_1503_20180429_011015.bmp,322,585,1,1
209,1507_1503_20180429_012515.bmp,325,585,1,1
210,1507_1503_20180429_014015.bmp,323,586,1,1
211,1507_1503_20180429_015515.bmp,320,588,1,1
212,1507_1503_20180429_021015.bmp,313,589,1,1
213,1507_1503_20180429_022515.bmp,307,591,1,1
214,1507_1503_20180429_024015.bmp,301,594,1,1
215,1507_1503_20180429_025515.bmp,299,596,1,1
216,1507_1503_20180429_031015.bmp,298,598,1,1
217,1507_1503_20180429_032515.bmp,300,599,1,1
