 ,Label,BX,BY,Width,Height
1,1507_1503_20180504_121033.bmp,654,195,2,2
2,1507_1503_20180504_122533.bmp,653,196,2,2
3,1507_1503_20180504_124033.bmp,649,199,2,2
4,1507_1503_20180504_125533.bmp,648,200,2,2
5,1507_1503_20180504_131033.bmp,649,202,2,2
6,1507_1503_20180504_132533.bmp,653,205,2,2
7,1507_1503_20180504_134033.bmp,653,208,2,2
8,1507_1503_20180504_135533.bmp,650,208,2,2
9,1507_1503_20180504_141033.bmp,647,210,2,2
10,1507_1503_20180504_142533.bmp,648,213,2,2
11,1507_1503_20180504_144033.bmp,651,214,2,2
12,1507_1503_20180504_145533.bmp,651,217,2,2
13,1507_1503_20180504_151033.bmp,650,218,2,2
14,1507_1503_20180504_152533.bmp,648,220,2,2
15,1507_1503_20180504_154033.bmp,647,222,2,2
16,1507_1503_20180504_155533.bmp,648,224,2,2
17,1507_1503_20180504_161033.bmp,650,225,2,2
18,1507_1503_20180504_162533.bmp,649,227,2,2
19,1507_1503_20180504_164033.bmp,647,229,2,2
20,1507_1503_20180504_165533.bmp,645,231,2,2
21,1507_1503_20180504_171033.bmp,646,233,2,2
22,1507_1503_20180504_172533.bmp,647,235,2,2
23,1507_1503_20180504_174033.bmp,649,238,2,2
24,1507_1503_20180504_175533.bmp,650,240,2,2
25,1507_1503_20180504_181033.bmp,648,242,2,2
26,1507_1503_20180504_182533.bmp,646,243,2,2
27,1507_1503_20180504_184033.bmp,645,244,2,2
28,1507_1503_20180504_185533.bmp,646,248,2,2
29,1507_1503_20180504_191033.bmp,648,251,2,2
30,1507_1503_20180504_192533.bmp,648,252,2,2
31,1507_1503_20180504_194033.bmp,648,255,2,2
32,1507_1503_20180504_195533.bmp,647,257,2,2
33,1507_1503_20180504_201033.bmp,648,259,2,2
34,1507_1503_20180504_202533.bmp,648,262,2,2
35,1507_1503_20180504_204033.bmp,647,263,2,2
36,1507_1503_20180504_205533.bmp,648,267,2,2
37,1507_1503_20180504_211033.bmp,647,269,2,2
38,1507_1503_20180504_212533.bmp,647,271,2,2
39,1507_1503_20180504_214033.bmp,647,273,2,2
40,1507_1503_20180504_215533.bmp,646,275,2,2
41,1507_1503_20180504_221033.bmp,647,278,2,2
42,1507_1503_20180504_222533.bmp,647,280,2,2
43,1507_1503_20180504_224033.bmp,648,281,2,2
44,1507_1503_20180504_225533.bmp,647,283,2,2
45,1507_1503_20180504_231033.bmp,646,286,2,2
46,1507_1503_20180504_232533.bmp,645,288,2,2
47,1507_1503_20180504_234033.bmp,645,291,2,2
48,1507_1503_20180504_235533.bmp,648,292,2,2
