 ,Label,BX,BY,Width,Height
1,1507_1503_20180504_212533.bmp,1225,209,2,3
2,1507_1503_20180504_214033.bmp,1225,210,2,3
3,1507_1503_20180504_215533.bmp,1225,212,2,3
4,1507_1503_20180504_221033.bmp,1224,214,2,3
5,1507_1503_20180504_222533.bmp,1221,216,2,3
6,1507_1503_20180504_224033.bmp,1218,216,2,3
7,1507_1503_20180504_225533.bmp,1215,218,2,3
8,1507_1503_20180504_231033.bmp,1212,218,2,3
9,1507_1503_20180504_232533.bmp,1211,219,2,3
10,1507_1503_20180504_234033.bmp,1210,221,2,3
11,1507_1503_20180504_235533.bmp,1211,223,2,3
12,1507_1503_20180505_001033.bmp,1209,225,2,3
13,1507_1503_20180505_002533.bmp,1210,226,2,3
14,1507_1503_20180505_004033.bmp,1210,227,2,3
15,1507_1503_20180505_005533.bmp,1209,229,2,3
16,1507_1503_20180505_011033.bmp,1208,230,2,3
17,1507_1503_20180505_012533.bmp,1209,231,2,3
18,1507_1503_20180505_014033.bmp,1208,233,2,3
19,1507_1503_20180505_015533.bmp,1209,235,2,3
20,1507_1503_20180505_021033.bmp,1210,236,2,3
21,1507_1503_20180505_022533.bmp,1211,237,2,3
22,1507_1503_20180505_024033.bmp,1211,238,2,3
23,1507_1503_20180505_025533.bmp,1209,240,2,3
24,1507_1503_20180505_031033.bmp,1210,242,2,3
25,1507_1503_20180505_032533.bmp,1211,244,2,3
26,1507_1503_20180505_034033.bmp,1211,245,2,3
27,1507_1503_20180505_035533.bmp,1213,247,2,3
28,1507_1503_20180505_041033.bmp,1215,248,2,3
29,1507_1503_20180505_042533.bmp,1216,249,2,3
30,1507_1503_20180505_044033.bmp,1216,251,2,3
31,1507_1503_20180505_045533.bmp,1216,254,2,3
32,1507_1503_20180505_051033.bmp,1214,255,2,3
33,1507_1503_20180505_052533.bmp,1215,257,2,3
34,1507_1503_20180505_054033.bmp,1216,257,2,3
35,1507_1503_20180505_055533.bmp,1218,260,2,3
36,1507_1503_20180505_061033.bmp,1221,260,2,3
37,1507_1503_20180505_062533.bmp,1224,261,2,3
38,1507_1503_20180505_064033.bmp,1224,264,2,3
39,1507_1503_20180505_065533.bmp,1221,265,2,3
40,1507_1503_20180505_071033.bmp,1218,268,2,3
41,1507_1503_20180505_072533.bmp,1217,270,2,3
42,1507_1503_20180505_074033.bmp,1217,272,2,3
43,1507_1503_20180505_075533.bmp,1219,274,2,3
44,1507_1503_20180505_081033.bmp,1221,275,2,3
45,1507_1503_20180505_082533.bmp,1221,276,2,3
46,1507_1503_20180505_084033.bmp,1220,279,2,3
47,1507_1503_20180505_085533.bmp,1217,281,2,3
48,1507_1503_20180505_091033.bmp,1215,282,2,3
49,1507_1503_20180505_092533.bmp,1216,284,2,3
50,1507_1503_20180505_094033.bmp,1217,285,2,3
51,1507_1503_20180505_095533.bmp,1218,287,2,3
52,1507_1503_20180505_101033.bmp,1219,288,2,3
53,1507_1503_20180505_102533.bmp,1217,291,2,3
54,1507_1503_20180505_104033.bmp,1215,292,2,3
55,1507_1503_20180505_105533.bmp,1215,295,2,3
56,1507_1503_20180505_111033.bmp,1215,297,2,3
57,1507_1503_20180505_112533.bmp,1216,298,2,3
58,1507_1503_20180505_114033.bmp,1219,299,2,3
59,1507_1503_20180505_115533.bmp,1219,302,2,3
60,1507_1503_20180505_121033.bmp,1218,304,2,3
61,1507_1503_20180505_122533.bmp,1214,306,2,3
62,1507_1503_20180505_124033.bmp,1211,308,2,3
63,1507_1503_20180505_125533.bmp,1210,310,2,3
64,1507_1503_20180505_131033.bmp,1212,311,2,3
65,1507_1503_20180505_132533.bmp,1213,314,2,3
66,1507_1503_20180505_134033.bmp,1215,317,2,3
67,1507_1503_20180505_135533.bmp,1214,320,2,3
68,1507_1503_20180505_141033.bmp,1210,321,2,3
69,1507_1503_20180505_142533.bmp,1206,323,2,3
70,1507_1503_20180505_144033.bmp,1204,326,2,3
71,1507_1503_20180505_145533.bmp,1206,328,2,3
72,1507_1503_20180505_151033.bmp,1209,330,2,3
73,1507_1503_20180505_152533.bmp,1211,334,2,3
74,1507_1503_20180505_154033.bmp,1211,337,2,3
75,1507_1503_20180505_155533.bmp,1207,340,2,3
76,1507_1503_20180505_161033.bmp,1202,342,2,3
77,1507_1503_20180505_162533.bmp,1199,343,2,3
78,1507_1503_20180505_164033.bmp,1202,348,2,3
79,1507_1503_20180505_165533.bmp,1208,351,2,3
80,1507_1503_20180505_171033.bmp,1212,353,2,3
81,1507_1503_20180505_172533.bmp,1207,356,2,3
82,1507_1503_20180505_174033.bmp,1200,357,2,3
83,1507_1503_20180505_175533.bmp,1194,359,2,3
84,1507_1503_20180505_181033.bmp,1199,362,2,3
85,1507_1503_20180505_182533.bmp,1207,366,2,3
86,1507_1503_20180505_184033.bmp,1210,369,2,3
87,1507_1503_20180505_185533.bmp,1211,372,2,3
88,1507_1503_20180505_191033.bmp,1205,374,2,3
89,1507_1503_20180505_192533.bmp,1201,376,2,3
90,1507_1503_20180505_194033.bmp,1195,378,2,3
91,1507_1503_20180505_195533.bmp,1197,381,2,3
92,1507_1503_20180505_201033.bmp,1204,385,2,3
93,1507_1503_20180505_202533.bmp,1208,388,2,3
94,1507_1503_20180505_204033.bmp,1204,390,2,3
95,1507_1503_20180505_205533.bmp,1196,392,2,3
96,1507_1503_20180505_211033.bmp,1192,394,2,3
97,1507_1503_20180505_212533.bmp,1193,398,2,3
98,1507_1503_20180505_214033.bmp,1200,401,2,3
99,1507_1503_20180505_215533.bmp,1204,404,2,3
100,1507_1503_20180505_221033.bmp,1202,406,2,3
101,1507_1503_20180505_222533.bmp,1197,409,2,3
102,1507_1503_20180505_224033.bmp,1192,411,2,3
103,1507_1503_20180505_225533.bmp,1192,415,2,3
104,1507_1503_20180505_231033.bmp,1195,418,2,3
